Country,Resource,Quantity,Unit,Sector,Urgency,Time to ship from Canada to Country (days),Date Resource is Required by (yyyy-mm-dd),Key
Turks and Caicos Islands (the),Tertiary metal products,61639.574344040004,ton,Minerals and mining,0.06,4,2023-05-09,Tertiary_metal_products_Minerals_and_mining
Turks and Caicos Islands (the),Refined petroleum products (fuels and lubricants),198093.09335844728,gallon,Energy,0.04,2,2023-05-07,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Turks and Caicos Islands (the),Other refined petroleum and coal products,23943.010136286422,gallon,Energy,0.08,3,2023-05-23,Other_refined_petroleum_and_coal_products_Energy
Turks and Caicos Islands (the),Services,998791200.0,hr,Minerals and mining,0.07,3,2023-05-10,Services_Minerals_and_mining
Turks and Caicos Islands (the),Secondary wood products,218920.0,lb,Forestry,0.0499999999999999,5,2023-05-23,Secondary_wood_products_Forestry
Turks and Caicos Islands (the),Coal,63096.27820719151,short_ton,Minerals and mining,0.1,0,2023-05-13,Coal_Minerals_and_mining
Turks and Caicos Islands (the),Primary forestry bioproducts,8205.0,metric_ton,Forestry,0.03,2,2023-05-19,Primary_forestry_bioproducts_Forestry
Turks and Caicos Islands (the),Secondary metal products,139537.71,ton,Minerals and mining,0.0199999999999999,2,2023-05-03,Secondary_metal_products_Minerals_and_mining
Turks and Caicos Islands (the),Primary manufacturing,3917048.5149405687,kWh,Energy,0.06,13,2023-05-27,Primary_manufacturing_Energy
Turks and Caicos Islands (the),Crude oil,1220752.0,L,Energy,0.03,1,2023-05-11,Crude_oil_Energy
Turks and Caicos Islands (the),Bioenergy,1539.0,kWh,Energy,0.01,4,2023-05-16,Bioenergy_Energy
Turks and Caicos Islands (the),Services,158181.0,hr,Forestry,0.05,3,2023-05-24,Services_Forestry
Tuvalu,Extraction,2451394.4191679996,ton,Minerals and mining,1.0,1,2023-05-03,Extraction_Minerals_and_mining
Uganda,Metallic minerals,442563.0,metric_ton,Minerals and mining,0.4,1,2023-05-29,Metallic_minerals_Minerals_and_mining
Uganda,Bioenergy,13812.0,kWh,Energy,0.41,4,2023-05-28,Bioenergy_Energy
Uganda,Secondary paper products,38986.55,metric_ton,Forestry,0.19,6,2023-05-22,Secondary_paper_products_Forestry
Ukraine,Primary forestry bioproducts,7936.993525598506,metric_ton,Forestry,0.0199999999999997,1,2023-05-15,Primary_forestry_bioproducts_Forestry
Ukraine,Primary sawmill and wood products,702316.0,ft,Forestry,0.02,6,2023-05-18,Primary_sawmill_and_wood_products_Forestry
Ukraine,Non-metallic minerals,179806.82,metric_ton,Minerals and mining,0.09,0,2023-05-11,Non_metallic_minerals_Minerals_and_mining
Ukraine,Metallic minerals,485982.60000000003,metric_ton,Minerals and mining,0.09,1,2023-05-11,Metallic_minerals_Minerals_and_mining
Ukraine,Services and custom work,22368.0,hr,Forestry,0.06,2,2023-05-27,Services_and_custom_work_Forestry
Ukraine,Extraction,39915.0,metric_ton,Forestry,0.01,11,2023-05-22,Extraction_Forestry
Ukraine,Other refined petroleum and coal products,90599.95213200155,gallon,Energy,0.05,6,2023-05-23,Other_refined_petroleum_and_coal_products_Energy
Ukraine,Services,56533.395,hr,Forestry,0.08,2,2023-05-07,Services_Forestry
Ukraine,Biofuels,44411.0,L,Energy,0.07,12,2023-05-27,Biofuels_Energy
Ukraine,Services,2262981.84,hr,Energy,0.06,3,2023-05-06,Services_Energy
Ukraine,Extraction,2372436.7525440003,ton,Minerals and mining,0.05,13,2023-05-27,Extraction_Minerals_and_mining
Ukraine,Primary manufacturing,3628711.9999999995,kWh,Energy,0.05,2,2023-05-06,Primary_manufacturing_Energy
Ukraine,Petrochemicals,174780.08237152646,gallon,Energy,0.13,0,2023-05-12,Petrochemicals_Energy
Ukraine,Bioenergy,3687.99860320789,kWh,Energy,0.05,1,2023-05-15,Bioenergy_Energy
Ukraine,Extraction,3901101.9999999995,kWh,Energy,0.1,3,2023-05-26,Extraction_Energy
Ukraine,Tertiary metal products,832848.21,ton,Minerals and mining,0.07,0,2023-05-09,Tertiary_metal_products_Minerals_and_mining
United Arab Emirates (the),Electricity,1336720.4932125777,kWh,Energy,0.29,3,2023-05-06,Electricity_Energy
United Arab Emirates (the),Metallic minerals,366863.7007452062,metric_ton,Minerals and mining,0.1,4,2023-05-13,Metallic_minerals_Minerals_and_mining
United Arab Emirates (the),Primary forestry bioproducts,10667.07,metric_ton,Forestry,0.34,9,2023-05-16,Primary_forestry_bioproducts_Forestry
United Arab Emirates (the),Extraction,2220418.0,ton,Minerals and mining,0.27,0,2023-05-06,Extraction_Minerals_and_mining
United Kingdom of Great Britain and Northern Ireland (the),Secondary metal products,19921.78,ton,Minerals and mining,0.05,4,2023-05-05,Secondary_metal_products_Minerals_and_mining
United Kingdom of Great Britain and Northern Ireland (the),Primary sawmill and wood products,474591.99,ft,Forestry,0.06,11,2023-05-26,Primary_sawmill_and_wood_products_Forestry
United Kingdom of Great Britain and Northern Ireland (the),Services,2491480.0,hr,Energy,0.09,0,2023-05-09,Services_Energy
United Kingdom of Great Britain and Northern Ireland (the),Services,157612.68,hr,Forestry,0.01,9,2023-05-16,Services_Forestry
United Kingdom of Great Britain and Northern Ireland (the),Other refined petroleum and coal products,96134.04624598128,gallon,Energy,0.06,0,2023-05-10,Other_refined_petroleum_and_coal_products_Energy
United Kingdom of Great Britain and Northern Ireland (the),Services,407988.0,hr,Minerals and mining,0.01,0,2023-05-24,Services_Minerals_and_mining
United Kingdom of Great Britain and Northern Ireland (the),Crude oil,3995571.0,L,Energy,0.01,3,2023-05-03,Crude_oil_Energy
United Kingdom of Great Britain and Northern Ireland (the),Other bioproducts (from forestry biomass),2373.0,kg,Forestry,0.01,1,2023-05-08,Other_bioproducts_(from_forestry_biomass)_Forestry
United Kingdom of Great Britain and Northern Ireland (the),Services and custom work,17794.98,hr,Forestry,0.09,0,2023-05-09,Services_and_custom_work_Forestry
United Kingdom of Great Britain and Northern Ireland (the),Petrochemicals,182142.08584010712,gallon,Energy,0.1,0,2023-05-13,Petrochemicals_Energy
United Kingdom of Great Britain and Northern Ireland (the),Primary manufacturing,661219.0,kWh,Energy,0.06,4,2023-05-04,Primary_manufacturing_Energy
United Kingdom of Great Britain and Northern Ireland (the),Coal,107823.47542053397,short_ton,Minerals and mining,0.03,3,2023-05-08,Coal_Minerals_and_mining
United Kingdom of Great Britain and Northern Ireland (the),Bioenergy,13205.0,kWh,Energy,0.01,2,2023-05-06,Bioenergy_Energy
United Kingdom of Great Britain and Northern Ireland (the),Metallic minerals,1672261.0,metric_ton,Minerals and mining,0.09,0,2023-05-04,Metallic_minerals_Minerals_and_mining
United Kingdom of Great Britain and Northern Ireland (the),Refined petroleum products (fuels and lubricants),499879.23558346386,gallon,Energy,0.1,4,2023-05-06,Refined_petroleum_products_(fuels_and_lubricants)_Energy
United Kingdom of Great Britain and Northern Ireland (the),Secondary paper products,122473.90009745609,metric_ton,Forestry,0.07,3,2023-05-14,Secondary_paper_products_Forestry
United Kingdom of Great Britain and Northern Ireland (the),Tertiary metal products,274505.0,ton,Minerals and mining,0.07,5,2023-05-22,Tertiary_metal_products_Minerals_and_mining
United Kingdom of Great Britain and Northern Ireland (the),Extraction,749545.0,kWh,Energy,0.08,4,2023-05-13,Extraction_Energy
United States Minor Outlying Islands (the),Refined petroleum products (fuels and lubricants),539214.0,gallon,Energy,1.1102230246251563e-16,4,2023-05-15,Refined_petroleum_products_(fuels_and_lubricants)_Energy
United States Minor Outlying Islands (the),Electricity,1254628.0,kWh,Energy,0.03,10,2023-05-16,Electricity_Energy
United States Minor Outlying Islands (the),Other bioproducts (from forestry biomass),1168.9973023999999,kg,Forestry,0.01,1,2023-05-22,Other_bioproducts_(from_forestry_biomass)_Forestry
United States Minor Outlying Islands (the),Primary non-metallic minerals products,195460.0,metric_ton,Minerals and mining,0.02,2,2023-05-05,Primary_non_metallic_minerals_products_Minerals_and_mining
United States Minor Outlying Islands (the),Crude oil,2976092.5974526,L,Energy,0.09,5,2023-05-29,Crude_oil_Energy
United States Minor Outlying Islands (the),Extraction,120414.25928,ton,Minerals and mining,0.16,1,2023-05-03,Extraction_Minerals_and_mining
United States Minor Outlying Islands (the),Miscellaneous metal products,330460.0,kg,Minerals and mining,0.15,2,2023-05-12,Miscellaneous_metal_products_Minerals_and_mining
United States Minor Outlying Islands (the),Bioenergy,2168.0,kWh,Energy,0.12,12,2023-05-20,Bioenergy_Energy
United States Minor Outlying Islands (the),Services,1375251.36,hr,Energy,0.1,11,2023-05-25,Services_Energy
United States Minor Outlying Islands (the),Biofuels,16205.384929999998,L,Energy,0.11,1,2023-05-07,Biofuels_Energy
United States Minor Outlying Islands (the),Metallic minerals,38119.0,metric_ton,Minerals and mining,0.07,2,2023-05-03,Metallic_minerals_Minerals_and_mining
United States Minor Outlying Islands (the),Primary pulp and paper products,325185.0,metric_ton,Forestry,0.14,2,2023-05-09,Primary_pulp_and_paper_products_Forestry
United States of America (the),Extraction,2284253.98,ton,Minerals and mining,0.04,1,2023-05-05,Extraction_Minerals_and_mining
United States of America (the),Biofuels,44776.179489999995,L,Energy,0.03,10,2023-05-27,Biofuels_Energy
United States of America (the),Natural gas,252244.16294206973,cubic_feet,Energy,0.01,3,2023-05-13,Natural_gas_Energy
United States of America (the),Primary manufacturing,1321912.0,kWh,Energy,0.08,3,2023-05-07,Primary_manufacturing_Energy
United States of America (the),Miscellaneous metal products,80333.93449177,kg,Minerals and mining,0.02,4,2023-05-11,Miscellaneous_metal_products_Minerals_and_mining
United States of America (the),Bioenergy and biofuel (from forestry biomass),2088.001035554933,gallon,Forestry,0.01,9,2023-05-24,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
United States of America (the),Primary pulp and paper products,60805.0,metric_ton,Forestry,0.09,12,2023-05-18,Primary_pulp_and_paper_products_Forestry
United States of America (the),Coal,66873.3547917723,short_ton,Minerals and mining,0.09,3,2023-05-05,Coal_Minerals_and_mining
United States of America (the),Services,934903.2,hr,Energy,0.06,4,2023-05-09,Services_Energy
United States of America (the),Secondary metal products,199541.63385617998,ton,Minerals and mining,0.07,7,2023-05-28,Secondary_metal_products_Minerals_and_mining
United States of America (the),Crude oil,2484873.0,L,Energy,0.06,4,2023-05-11,Crude_oil_Energy
United States of America (the),Tertiary metal products,702776.0600137201,ton,Minerals and mining,0.05,1,2023-05-06,Tertiary_metal_products_Minerals_and_mining
United States of America (the),Petrochemicals,92664.04431752439,gallon,Energy,0.08,1,2023-05-10,Petrochemicals_Energy
United States of America (the),Primary non-metallic minerals products,148045.0,metric_ton,Minerals and mining,0.03,10,2023-05-21,Primary_non_metallic_minerals_products_Minerals_and_mining
United States of America (the),Non-metallic minerals,483177.0,metric_ton,Minerals and mining,0.02,1,2023-05-04,Non_metallic_minerals_Minerals_and_mining
United States of America (the),Refined petroleum products (fuels and lubricants),523957.24693230056,gallon,Energy,0.03,9,2023-05-19,Refined_petroleum_products_(fuels_and_lubricants)_Energy
United States of America (the),Services and custom work,184235.52000000002,hr,Minerals and mining,0.09,3,2023-05-18,Services_and_custom_work_Minerals_and_mining
United States of America (the),Services and custom work,32784.840000000004,hr,Forestry,0.1,0,2023-05-02,Services_and_custom_work_Forestry
United States of America (the),Other refined petroleum and coal products,86018.91614805265,gallon,Energy,0.04,4,2023-05-29,Other_refined_petroleum_and_coal_products_Energy
Uruguay,Petrochemicals,100234.631387353,gallon,Energy,0.0999999999999999,3,2023-05-14,Petrochemicals_Energy
Uruguay,Services and custom work,164736000.0,hr,Forestry,0.02,7,2023-05-26,Services_and_custom_work_Forestry
Uruguay,Services and custom work,120756.0,hr,Minerals and mining,0.02,0,2023-05-03,Services_and_custom_work_Minerals_and_mining
Uruguay,Services,2152194.96,hr,Energy,0.05,3,2023-05-11,Services_Energy
Uruguay,Extraction,888476.78,ton,Minerals and mining,0.03,3,2023-05-04,Extraction_Minerals_and_mining
Uruguay,Services,362161.0,hr,Forestry,0.08,11,2023-05-28,Services_Forestry
Uruguay,Bioenergy and biofuel (from forestry biomass),5043.958753212994,gallon,Forestry,0.11,0,2023-05-07,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Uruguay,Primary pulp and paper products,110819.0,metric_ton,Forestry,0.11,0,2023-05-08,Primary_pulp_and_paper_products_Forestry
Uruguay,Secondary paper products,290314.0,metric_ton,Forestry,0.01,2,2023-05-14,Secondary_paper_products_Forestry
Uruguay,Electricity,1479485.0,kWh,Energy,0.04,5,2023-05-16,Electricity_Energy
Uruguay,Natural gas,297122.48887974635,cubic_feet,Energy,0.14,3,2023-05-17,Natural_gas_Energy
Uruguay,Primary metallic minerals products,436510.6439353417,metric_ton,Minerals and mining,0.14,4,2023-05-27,Primary_metallic_minerals_products_Minerals_and_mining
Uruguay,Refined petroleum products (fuels and lubricants),829552.3919469753,gallon,Energy,0.04,2,2023-05-25,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Uruguay,Metallic minerals,885332.0,metric_ton,Minerals and mining,0.11,8,2023-05-17,Metallic_minerals_Minerals_and_mining
Uzbekistan,Bioenergy and biofuel (from forestry biomass),1092.0005151357448,gallon,Forestry,0.13,9,2023-05-27,Bioenergy_and_biofuel_(from_forestry_biomass)_Forestry
Uzbekistan,Primary sawmill and wood products,652099.7584,ft,Forestry,0.02,2,2023-05-27,Primary_sawmill_and_wood_products_Forestry
Uzbekistan,Extraction,833348.684055524,kWh,Energy,0.01,4,2023-05-12,Extraction_Energy
Uzbekistan,Services and custom work,618501600.0,hr,Minerals and mining,0.16,12,2023-05-22,Services_and_custom_work_Minerals_and_mining
Uzbekistan,Other bioproducts (from forestry biomass),2287.99969456,kg,Forestry,0.17,0,2023-05-15,Other_bioproducts_(from_forestry_biomass)_Forestry
Uzbekistan,Natural gas,31366.020217857953,cubic_feet,Energy,0.1399999999999999,4,2023-05-20,Natural_gas_Energy
Uzbekistan,Extraction,77212.5,metric_ton,Forestry,0.12,0,2023-05-29,Extraction_Forestry
Uzbekistan,Crude oil,2217016.283776,L,Energy,0.13,3,2023-05-07,Crude_oil_Energy
Uzbekistan,Primary non-metallic minerals products,88849.0,metric_ton,Minerals and mining,0.12,4,2023-05-06,Primary_non_metallic_minerals_products_Minerals_and_mining
Vanuatu,Electricity,2952343.0,kWh,Energy,0.17,13,2023-05-16,Electricity_Energy
Vanuatu,Secondary metal products,66201.0,ton,Minerals and mining,0.01,12,2023-05-23,Secondary_metal_products_Minerals_and_mining
Vanuatu,Services,374673.0,hr,Energy,0.06,12,2023-05-23,Services_Energy
Vanuatu,Services and custom work,140238000.0,hr,Forestry,0.04,4,2023-05-12,Services_and_custom_work_Forestry
Vanuatu,Crude oil,1215415.0,L,Energy,0.05,4,2023-05-10,Crude_oil_Energy
Vanuatu,Extraction,4605406.0,kWh,Energy,0.02,0,2023-05-17,Extraction_Energy
Vanuatu,Coal,3398.4435282964796,short_ton,Minerals and mining,0.08,0,2023-05-11,Coal_Minerals_and_mining
Vanuatu,Other refined petroleum and coal products,51920.9725678328,gallon,Energy,0.15,13,2023-05-22,Other_refined_petroleum_and_coal_products_Energy
Vanuatu,Primary manufacturing,973179.6310409876,kWh,Forestry,0.06,11,2023-05-27,Primary_manufacturing_Forestry
Vanuatu,Extraction,1491624.90097,ton,Minerals and mining,0.04,4,2023-05-05,Extraction_Minerals_and_mining
Vanuatu,Primary manufacturing,2373362.0,kWh,Energy,0.1,4,2023-05-09,Primary_manufacturing_Energy
Vanuatu,Non-metallic minerals,304927.0,metric_ton,Minerals and mining,0.08,11,2023-05-20,Non_metallic_minerals_Minerals_and_mining
Vanuatu,Secondary paper products,8749.992862000481,metric_ton,Forestry,0.1,3,2023-05-08,Secondary_paper_products_Forestry
Vanuatu,Secondary wood products,39781.03670258735,lb,Forestry,0.04,6,2023-05-19,Secondary_wood_products_Forestry
Venezuela (Bolivarian Republic of),Bioenergy,9698.0,kWh,Energy,0.23,1,2023-05-14,Bioenergy_Energy
Venezuela (Bolivarian Republic of),Electricity,1939113.9999999998,kWh,Energy,0.04,9,2023-05-18,Electricity_Energy
Venezuela (Bolivarian Republic of),Primary pulp and paper products,253734.43,metric_ton,Forestry,0.16,2,2023-05-04,Primary_pulp_and_paper_products_Forestry
Venezuela (Bolivarian Republic of),Other bioproducts (from forestry biomass),1288.0,kg,Forestry,0.22,12,2023-05-22,Other_bioproducts_(from_forestry_biomass)_Forestry
Venezuela (Bolivarian Republic of),Secondary metal products,178925.86064,ton,Minerals and mining,0.15,8,2023-05-24,Secondary_metal_products_Minerals_and_mining
Venezuela (Bolivarian Republic of),Natural gas,178092.11496039102,cubic_feet,Energy,0.14,3,2023-05-24,Natural_gas_Energy
Venezuela (Bolivarian Republic of),Primary manufacturing,1611114.3891843732,kWh,Energy,0.06,0,2023-05-14,Primary_manufacturing_Energy
Viet Nam,Extraction,36053.97059037344,metric_ton,Forestry,0.1,7,2023-05-27,Extraction_Forestry
Viet Nam,Primary non-metallic minerals products,88339.23,metric_ton,Minerals and mining,0.12,6,2023-05-22,Primary_non_metallic_minerals_products_Minerals_and_mining
Viet Nam,Refined petroleum products (fuels and lubricants),640275.4861428483,gallon,Energy,0.16,4,2023-05-14,Refined_petroleum_products_(fuels_and_lubricants)_Energy
Viet Nam,Secondary metal products,213182.06360682,ton,Minerals and mining,0.15,11,2023-05-25,Secondary_metal_products_Minerals_and_mining
Viet Nam,Services and custom work,34266.0,hr,Forestry,0.08,0,2023-05-18,Services_and_custom_work_Forestry
Viet Nam,Primary sawmill and wood products,656838.0131448,ft,Forestry,0.05,9,2023-05-29,Primary_sawmill_and_wood_products_Forestry
Viet Nam,Biofuels,17854.0,L,Energy,0.05,3,2023-05-12,Biofuels_Energy
Viet Nam,Services and custom work,144960.0,hr,Minerals and mining,0.08,9,2023-05-27,Services_and_custom_work_Minerals_and_mining
Viet Nam,Primary manufacturing,2410714.0,kWh,Energy,0.12,13,2023-05-17,Primary_manufacturing_Energy
Viet Nam,Primary manufacturing,147851.0,kWh,Forestry,0.09,5,2023-05-20,Primary_manufacturing_Forestry
